Vitals:
Short Term Values:
Time,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,
"2021-04-15 17:48:56","59473004","42","0","0","0","513","1570","2","0","1","0","99","0","0","0","5464684","357892","320560","37332","0","0","0","0","9","113","1","51","131072","28555","154560","105887","21632","8536","202176","11840","0","17","1","0","51268","10057","36","13437","0","0",
"2021-04-15 17:48:57","59470000","42","0","0","0","513","1570","1","0","2","0","98","0","0","0","5464684","357892","320560","37332","0","0","0","0","9","113","1","51","131072","28555","154560","105887","21632","8536","202176","11840","0","17","1","0","51268","10057","36","13437","0","0",
"2021-04-15 17:48:58","59328020","42","0","0","0","515","1612","1","0","11","1","88","0","0","0","5464684","357892","320560","37332","0","0","0","0","9","114","1","51","131072","28555","154560","105887","21632","8536","202176","11840","0","17","1","0","51268","10057","36","13437","0","0",
"2021-04-15 17:48:59","59331744","42","0","0","0","515","1604","3","0","1","0","99","0","0","0","5464684","358104","320772","37332","0","0","0","0","9","120","2","50","131072","28555","154560","105887","21632","8536","202176","11840","0","16","1","0","50240","10057","36","13437","0","0",
"2021-04-15 17:49:00","59331744","42","0","0","0","515","1604","1","0","1","0","100","0","0","0","5464684","358104","320772","37332","0","0","0","0","9","114","1","50","131072","28555","154560","105887","21632","8536","202176","11840","0","16","1","0","50240","10057","36","13437","0","0",
"2021-04-15 17:49:01","59162084","43","0","0","0","514","1596","9","0","9","1","90","0","0","0","5550732","465836","428504","37332","0","0","4","0","9","115","10","52","131072","39748","234560","217098","21632","16036","337728","11840","0","14","1","0","52280","10057","36","23437","10000","0",
"2021-04-15 17:49:02","59113968","44","0","0","0","514","1595","1","0","2","0","98","0","0","0","5550732","465836","428504","37332","0","0","0","0","9","113","1","52","131072","39748","234560","217098","21632","16036","337728","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:03","59112960","44","0","0","0","514","1594","3","0","1","0","99","0","0","0","5550732","465836","428504","37332","0","0","0","0","9","113","1","52","131072","39748","234560","217098","21632","16036","337728","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:04","59093304","44","0","0","0","514","1593","1","0","2","0","98","0","0","0","5550732","465836","428504","37332","0","0","0","0","9","113","1","52","131072","39748","234560","217098","21632","16036","337728","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:05","59112000","44","0","0","0","513","1580","1","0","1","0","99","0","0","0","5550732","465836","428504","37332","0","0","0","0","9","113","1","52","131072","39748","234560","217098","21632","16036","337728","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:06","59111992","44","0","0","0","513","1580","1","0","0","0","100","0","0","0","5550732","465836","428504","37332","0","0","0","0","9","113","1","52","131072","39748","234560","217098","21632","16036","337728","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:07","59107424","44","0","0","0","513","1581","3","0","1","0","98","0","0","0","5550732","465836","428504","37332","0","0","0","0","9","113","1","52","131072","39748","234560","217098","21632","16036","337728","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:08","59129948","43","0","0","0","512","1566","1","0","1","0","99","0","0","0","5550732","465836","428504","37332","0","0","0","0","9","113","1","52","131072","39748","234560","217098","21632","16036","337728","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:09","59129948","43","0","0","0","512","1565","1","0","0","0","100","0","0","0","5550732","465836","428504","37332","0","0","0","0","9","118","2","52","131072","39748","234560","217098","21632","16036","337728","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:10","59128668","43","0","0","0","512","1565","1","0","1","0","99","0","0","0","5550732","465836","428504","37332","0","0","0","0","9","113","1","52","131072","39748","234560","217098","21632","16036","337728","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:11","59121156","43","0","0","0","512","1565","1","0","1","0","99","0","0","0","5550732","472672","435340","37332","0","0","1","0","9","113","3","52","131072","19374","234560","217098","21632","16036","390976","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:12","59114420","43","0","0","0","512","1565","4","0","1","0","99","0","0","0","5550732","472672","435340","37332","0","0","0","0","9","113","1","52","131072","19374","234560","217098","21632","16036","390976","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:13","59092780","43","0","0","0","512","1567","3","0","3","0","97","0","0","0","5550732","472672","435340","37332","0","0","0","0","9","113","1","52","131072","19374","234560","217098","21632","16036","390976","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:14","59108404","43","0","0","0","512","1567","1","0","0","0","100","0","0","0","5550732","472672","435340","37332","0","0","0","0","9","113","1","52","131072","19374","234560","217098","21632","16036","390976","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:15","59108660","43","0","0","0","512","1565","1","0","2","0","98","0","0","0","5550732","472672","435340","37332","0","0","0","0","9","113","1","52","131072","19374","234560","217098","21632","16036","390976","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:16","59108660","43","0","0","0","512","1565","1","0","0","0","100","0","0","0","5550732","472672","435340","37332","0","0","0","0","9","113","1","52","131072","19374","234560","217098","21632","16036","390976","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:17","59108932","43","0","0","0","512","1565","1","0","0","0","100","0","0","0","5550732","472672","435340","37332","0","0","0","0","9","113","1","52","131072","19374","234560","217098","21632","16036","390976","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:18","59108748","43","0","0","0","512","1565","1","0","1","0","99","0","0","0","5550732","472672","435340","37332","0","0","0","0","9","113","1","52","131072","19374","234560","217098","21632","16036","390976","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:19","59108844","43","0","0","0","512","1564","2","0","1","0","99","0","0","0","5550732","472672","435340","37332","0","0","0","0","9","117","2","52","131072","19374","234560","217098","21632","16036","390976","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:20","59125584","43","0","0","0","511","1543","1","0","1","0","99","0","0","0","5550732","472672","435340","37332","0","0","0","0","9","112","1","52","131072","19374","234560","217098","21632","16036","390976","11840","0","14","1","0","52280","10057","36","23437","0","0",
"2021-04-15 17:49:21","59124524","43","0","0","0","511","1543","1","0","1","0","100","0","0","0","5550732","473460","436128","37332","0","0","0","0","9","113","2","52","131072","18069","234560","196825","21632","14583","390976","11840","0","14","1","0","52280","9057","36","21437","0","2000",
"2021-04-15 17:49:22","59124648","43","0","0","0","511","1543","3","0","1","0","99","0","0","0","5550732","473460","436128","37332","0","0","0","0","9","112","1","52","131072","18069","234560","196825","21632","14583","390976","11840","0","14","1","0","52280","9057","36","21437","0","0",
"2021-04-15 17:49:23","59124104","43","0","0","0","511","1542","1","0","1","0","100","0","0","0","5550732","473460","436128","37332","0","0","0","0","9","112","1","52","131072","18069","234560","196825","21632","14583","390976","11840","0","14","1","0","52280","9057","36","21437","0","0",
"2021-04-15 17:49:24","59124392","43","0","0","0","511","1542","2","0","1","0","99","0","0","0","5550732","473724","436392","37332","0","0","0","0","9","112","3","52","131072","16763","234560","176552","21632","13130","390976","11840","0","14","1","0","52280","8057","36","19437","0","2000",
"2021-04-15 17:49:25","59124144","43","0","0","0","511","1542","2","0","1","0","99","0","0","0","5550732","473724","436392","37332","0","0","0","0","9","112","1","52","131072","16763","234560","176552","21632","13130","390976","11840","0","14","1","0","52280","8057","36","19437","0","0",
"2021-04-15 17:49:26","59124960","43","0","0","0","511","1542","1","0","1","0","99","0","0","0","5550732","473724","436392","37332","0","0","0","0","9","112","1","52","131072","16763","234560","176552","21632","13130","390976","11840","0","14","1","0","52280","8057","36","19437","0","0",
"2021-04-15 17:49:27","59069868","43","0","0","0","513","1581","5","0","11","1","88","0","0","0","5550732","473724","436392","37332","0","0","0","0","9","113","2","52","131072","15457","234560","156278","21632","11677","390976","11840","0","14","1","0","52280","7057","36","17437","0","2000",
"2021-04-15 17:49:28","59067760","43","0","0","0","513","1576","1","0","1","0","98","0","0","0","5550732","473724","436392","37332","0","0","0","0","9","113","1","52","131072","15457","234560","156278","21632","11677","390976","11840","0","14","1","0","52280","7057","36","17437","0","0",
"2021-04-15 17:49:29","59091164","43","0","0","0","512","1561","1","0","2","0","98","0","0","0","5550732","473724","436392","37332","0","0","0","0","9","118","2","52","131072","15457","234560","156278","21632","11677","390976","11840","0","14","1","0","52280","7057","36","17437","0","0",
"2021-04-15 17:49:30","59091028","43","0","0","0","512","1560","1","0","1","0","100","0","0","0","5550732","473948","436616","37332","0","0","0","0","9","113","2","52","131072","13639","234560","136005","21632","10224","390976","11840","0","14","1","0","52280","6057","36","15437","0","2000",
"2021-04-15 17:49:31","59091044","43","0","0","0","512","1559","1","0","1","0","99","0","0","0","5550732","473948","436616","37332","0","0","0","0","9","113","1","52","131072","14145","234560","136005","21632","10224","390976","11840","0","14","1","0","52280","6057","36","15437","0","0",
"2021-04-15 17:49:32","59090544","43","0","0","0","512","1559","2","1","1","1","99","0","0","0","5550732","473948","436616","37332","0","0","0","0","9","113","1","52","131072","14145","234560","136005","21632","10224","390976","11840","0","14","1","0","52280","6057","36","15437","0","0",
"2021-04-15 17:49:33","59111640","43","0","0","0","511","1544","1","0","2","0","98","0","0","0","5550732","473948","436616","37332","0","0","0","0","9","113","2","52","131072","12326","234560","115736","21632","8771","390976","11840","0","14","1","0","52280","5057","36","13437","0","2000",
"2021-04-15 17:49:34","59111020","43","0","0","0","511","1544","1","0","1","0","99","0","0","0","5550732","473948","436616","37332","0","0","0","0","9","112","2","52","131072","12832","234560","115736","21632","8771","390976","11840","0","14","1","0","52280","5057","36","13437","0","0",
"2021-04-15 17:49:35","59110484","43","0","0","0","511","1544","1","0","1","1","99","0","0","0","5550732","473948","436616","37332","0","0","0","0","9","112","1","52","131072","12832","234560","115736","21632","8771","390976","11840","0","14","1","0","52280","5057","36","13437","0","0",
"2021-04-15 17:49:36","59125616","43","0","0","0","511","1544","2","0","1","0","99","0","0","0","5550732","458004","420672","37332","0","0","0","0","9","112","2","52","131072","11014","218560","95462","21632","7318","390976","11840","0","14","1","0","52280","4057","36","11437","0","2000",
"2021-04-15 17:49:37","59124836","43","0","0","0","511","1544","1","0","2","0","99","0","0","0","5550732","458004","420672","37332","0","0","0","0","9","112","2","52","131072","11520","218560","95462","21632","7318","390976","11840","0","14","1","0","52280","4057","36","11437","0","0",
"2021-04-15 17:49:38","59124884","43","0","0","0","511","1544","1","0","0","0","100","0","0","0","5550732","458004","420672","37332","0","0","0","0","9","112","1","52","131072","11520","218560","95462","21632","7318","390976","11840","0","14","1","0","52280","4057","36","11437","0","0",
"2021-04-15 17:49:40","59132564","43","0","0","0","511","1544","2","0","0","0","50","0","0","0","5550732","450004","412672","37332","0","0","0","0","9","118","2","52","131072","9702","210560","75189","21632","5865","390976","11840","0","14","1","0","52280","3057","36","9437","0","2000",
"2021-04-15 17:49:41","59130048","43","0","0","0","511","1544","1","0","1","0","99","0","0","0","5550732","450004","412672","37332","0","0","0","0","9","112","2","52","131072","10207","210560","75189","21632","5865","390976","11840","0","14","1","0","52280","3057","36","9437","0","0",
"2021-04-15 17:49:42","59131448","43","0","0","0","511","1533","1","0","0","0","100","0","0","0","5550732","450004","412672","37332","0","0","0","0","9","112","1","52","131072","10207","210560","75189","21632","5865","390976","11840","0","14","1","0","52280","3057","36","9437","0","0",
"2021-04-15 17:49:43","59163080","43","0","0","0","511","1533","2","0","1","0","101","0","0","0","5550732","418008","380676","37332","0","0","0","0","9","112","2","52","131072","8389","178560","54916","21632","4411","390976","11840","0","14","1","0","52280","2057","36","7437","0","2000",
"2021-04-15 17:49:44","59162864","43","0","0","0","511","1533","1","0","1","0","99","0","0","0","5550732","418008","380676","37332","0","0","0","0","9","112","2","52","131072","8895","178560","54916","21632","4411","390976","11840","0","14","1","0","52280","2057","36","7437","0","0",
"2021-04-15 17:49:45","59162456","43","0","0","0","511","1533","1","0","1","0","99","0","0","0","5550732","418008","380676","37332","0","0","0","0","9","112","2","52","131072","8895","178560","54916","21632","4411","390976","11840","0","14","1","0","52280","2057","36","7437","0","0",
"2021-04-15 17:49:46","59161152","43","0","0","0","511","1533","2","0","2","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","112","2","52","131072","7077","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","2000",
"2021-04-15 17:49:47","59164392","43","0","0","0","511","1533","1","0","0","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","112","2","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:48","59169136","43","0","0","0","511","1533","1","0","0","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","112","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:49","59672384","39","0","0","0","508","1412","1","0","4","0","96","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","112","2","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:50","59673268","39","0","0","0","508","1412","2","0","0","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","116","2","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:51","59673280","39","0","0","0","508","1412","1","0","0","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:52","59673264","39","0","0","0","508","1412","1","0","0","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:53","59673264","39","0","0","0","508","1411","1","0","0","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:54","59673516","39","0","0","0","508","1409","1","0","0","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:55","59673516","39","0","0","0","508","1409","1","0","0","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:56","59622512","39","0","0","0","508","1412","1","0","2","0","98","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:57","59655632","39","0","0","0","508","1412","3","0","1","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","112","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:58","59753340","38","0","0","0","506","1387","1","0","1","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:49:59","59715088","38","0","0","0","508","1415","1","0","2","1","97","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:00","59692984","38","0","0","0","508","1416","1","0","1","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","115","2","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:01","59725848","38","0","0","0","508","1415","1","0","1","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:02","59724824","38","0","0","0","508","1417","1","0","1","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:03","59748460","39","0","0","0","508","1447","3","0","2","0","98","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:04","59758964","39","0","0","0","508","1454","1","0","1","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:05","59767960","39","0","0","0","508","1454","1","0","0","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","2","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:06","59771084","39","0","0","0","508","1454","1","0","1","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:07","59755584","39","0","0","0","508","1461","2","0","1","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:08","59767220","39","0","0","0","508","1462","1","0","1","0","98","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:09","59754124","39","0","0","0","509","1475","1","0","1","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:10","59758520","39","0","0","0","509","1475","1","0","1","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","116","2","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:11","59761880","39","0","0","0","509","1475","1","0","0","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:12","59756568","39","0","0","0","509","1475","1","0","1","1","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:13","59761108","39","0","0","0","509","1476","1","0","0","0","100","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:14","59762528","39","0","0","0","509","1477","1","0","2","1","98","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:15","59756916","40","0","0","0","510","1490","1","0","2","1","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","112","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:16","59723108","39","0","0","0","508","1446","2","0","2","1","97","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:17","59711592","39","0","0","0","508","1451","1","0","1","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:18","59736824","39","0","0","0","508","1452","1","0","2","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:19","59783756","38","0","0","0","507","1436","1","0","2","1","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:20","59763196","38","0","0","0","507","1436","1","0","2","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","115","2","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:21","59786480","38","0","0","0","507","1436","1","0","2","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:22","59693732","38","0","0","0","507","1449","3","0","5","1","95","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:23","59654900","39","0","0","0","508","1455","3","0","6","2","93","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:24","59597000","39","0","0","0","508","1455","1","0","6","1","94","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","1","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
"2021-04-15 17:50:25","59611376","39","0","0","0","508","1455","1","0","2","0","99","0","0","0","5550732","410008","372676","37332","0","0","0","0","9","111","2","52","131072","7583","170560","34643","21632","2958","390976","11840","0","14","1","0","52280","1057","36","5437","0","0",
